"samples","sample.rate","length.secs","file.size","file.location","filename","channels","bits","drive.id","device.id","timestamp"
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130628_020000.wav","MMP-POPA02_20130628_020000.wav",2,16,"13","02",2013-06-28 02:00:00
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130628_030000.wav","MMP-POPA02_20130628_030000.wav",2,16,"13","02",2013-06-28 03:00:00
98078464,44100,2224,392346624,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130628_072258.wav","MMP-POPA02_20130628_072258.wav",2,16,"13","02",2013-06-28 07:22:58
137768448,44100,3124,551106560,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130628_222259.wav","MMP-POPA02_20130628_222259.wav",2,16,"13","02",2013-06-28 22:22:59
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130629_000000.wav","MMP-POPA02_20130629_000000.wav",2,16,"13","02",2013-06-29 00:00:00
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130629_010000.wav","MMP-POPA02_20130629_010000.wav",2,16,"13","02",2013-06-29 01:00:00
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130629_020000.wav","MMP-POPA02_20130629_020000.wav",2,16,"13","02",2013-06-29 02:00:00
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130629_030000.wav","MMP-POPA02_20130629_030000.wav",2,16,"13","02",2013-06-29 03:00:00
536829312,44100,12173,2147350016,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130628-20130630/MMP-POPA02_20130628_040000.wav","MMP-POPA02_20130628_040000.wav",2,16,"13","02",2013-06-28 04:00:00
536829312,44100,12173,2147350016,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130628-20130630/MMP-POPA02_20130628_190000.wav","MMP-POPA02_20130628_190000.wav",2,16,"13","02",2013-06-28 19:00:00
536829312,44100,12173,2147350016,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130628-20130630/MMP-POPA02_20130629_040000.wav","MMP-POPA02_20130629_040000.wav",2,16,"13","02",2013-06-29 04:00:00
98078464,44100,2224,392346624,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130628-20130630/MMP-POPA02_20130629_072258.wav","MMP-POPA02_20130629_072258.wav",2,16,"13","02",2013-06-29 07:22:58
536829312,44100,12173,2147350016,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130628-20130630/MMP-POPA02_20130629_190000.wav","MMP-POPA02_20130629_190000.wav",2,16,"13","02",2013-06-29 19:00:00
137768448,44100,3124,551106560,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130628-20130630/MMP-POPA02_20130629_222258.wav","MMP-POPA02_20130629_222258.wav",2,16,"13","02",2013-06-29 22:22:58
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130628-20130630/MMP-POPA02_20130630_000000.wav","MMP-POPA02_20130630_000000.wav",2,16,"13","02",2013-06-30 00:00:00
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130628-20130630/MMP-POPA02_20130630_010000.wav","MMP-POPA02_20130630_010000.wav",2,16,"13","02",2013-06-30 01:00:00
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130628-20130630/MMP-POPA02_20130630_020000.wav","MMP-POPA02_20130630_020000.wav",2,16,"13","02",2013-06-30 02:00:00
